timestamp,open,high,low,close,volume
2024-05-02,137.70,137.92,136.68,136.92,2943880
2024-05-03,136.92,139.46,134.51,136.58,1268581
2024-05-06,136.58,137.28,133.85,136.74,2536152
2024-05-07,136.74,139.79,135.74,137.44,2557481
2024-05-08,137.44,139.44,135.66,136.85,2804139
2024-05-09,136.85,140.33,135.02,138.56,2264790
2024-05-10,138.56,139.47,137.31,138.05,1578366
2024-05-13,138.05,139.66,137.56,138.17,2131823
2024-05-14,138.17,139.93,135.25,137.50,2617173
2024-05-15,137.50,141.08,137.49,139.16,1478698
2024-05-16,139.16,141.47,137.75,140.29,1119792
2024-05-17,140.29,142.77,139.91,140.74,1584912
2024-05-20,140.74,142.27,138.72,140.77,1054771
2024-05-21,140.77,142.71,139.73,140.48,1624647
2024-05-22,140.48,143.11,140.10,142.29,1859107
2024-05-23,142.29,146.15,139.84,143.47,1041339
2024-05-24,143.47,145.32,143.40,144.54,1390106
2024-05-27,144.54,144.99,142.14,143.99,2920875
2024-05-28,143.99,145.76,142.46,145.26,1898551
2024-05-29,145.26,147.64,143.28,147.06,1701140
2024-05-30,147.06,148.37,145.21,147.20,1405604
2024-05-31,147.20,150.40,146.37,148.40,2079653
2024-06-03,148.40,150.77,147.90,150.11,1104390
2024-06-04,150.11,150.63,148.25,149.96,1664843
2024-06-05,149.96,151.89,147.70,149.69,2482207
2024-06-06,149.69,150.07,146.21,148.80,1176033
2024-06-07,148.80,150.11,146.85,149.47,2562599
2024-06-10,149.47,150.71,147.98,148.64,2265224
2024-06-11,148.64,150.25,147.80,148.53,2628897
2024-06-12,148.53,149.73,147.54,149.10,1386989
2024-06-13,149.10,152.95,146.13,150.94,2440913
2024-06-14,150.94,153.22,149.05,152.15,1802261
2024-06-17,152.15,155.19,149.37,151.42,2246520
2024-06-18,151.42,152.59,150.92,152.50,1986920
2024-06-19,152.50,155.02,149.63,152.06,1148585
2024-06-20,152.06,154.51,148.15,151.10,2863963
2024-06-21,151.10,152.20,147.48,150.12,1137041
2024-06-24,150.12,151.95,147.59,149.65,2187599
2024-06-25,149.65,152.35,149.39,150.90,2311578
2024-06-26,150.90,154.00,148.72,150.99,1735622
2024-06-27,150.99,154.46,150.11,152.77,2067724
2024-06-28,152.77,154.37,150.30,151.89,1869631
2024-07-01,151.89,152.52,150.95,151.56,2699506
2024-07-02,151.56,153.63,149.67,153.10,1420447
2024-07-03,153.10,156.91,150.94,154.77,1717596
2024-07-04,154.77,157.55,152.10,154.95,2907805
2024-07-05,154.95,157.15,154.77,156.23,1227184
2024-07-08,156.23,156.33,154.94,155.83,1454986
2024-07-09,155.83,157.88,154.14,156.64,1373012
2024-07-10,156.64,158.47,156.21,157.50,2309900
2024-07-11,157.50,158.87,154.80,158.83,1111872
2024-07-12,158.83,160.11,156.69,159.34,1820795
2024-07-15,159.34,161.57,157.01,160.99,1871400
2024-07-16,160.99,161.74,159.72,161.29,1087801
2024-07-17,161.29,165.62,159.25,162.61,2691404
2024-07-18,162.61,165.86,161.47,162.49,1351861
2024-07-19,162.49,162.62,159.64,162.45,2562371
2024-07-22,162.45,164.93,159.69,163.49,1084915
2024-07-23,163.49,165.39,160.55,163.53,1352291
2024-07-24,163.53,165.83,162.07,164.01,2145438
2024-07-25,164.01,164.14,163.10,163.22,2850117
2024-07-26,163.22,166.13,159.81,162.83,2319561
2024-07-29,162.83,164.46,161.08,163.99,1707509
2024-07-30,163.99,165.53,160.96,164.55,2062440
2024-07-31,164.55,167.98,161.82,164.99,1969763
2024-08-01,164.99,165.80,161.40,164.15,1113764
2024-08-02,164.15,167.13,163.05,164.06,2100013
2024-08-05,164.06,164.67,160.04,163.08,2697803
2024-08-06,163.08,164.42,161.28,163.35,2815614
2024-08-07,163.35,166.48,162.44,162.92,1005279
2024-08-08,162.92,166.13,160.49,164.86,2006807
2024-08-09,164.86,166.89,163.06,164.56,2392681
2024-08-12,164.56,166.35,163.92,164.12,2221666
2024-08-13,164.12,167.78,161.78,164.63,1828752
2024-08-14,164.63,166.01,163.10,164.38,2125777
2024-08-15,164.38,167.08,163.48,164.06,1443437
2024-08-16,164.06,166.44,164.03,164.09,2259896
2024-08-19,164.09,164.90,163.79,164.67,2003628
2024-08-20,164.67,167.13,163.92,164.52,1474159
2024-08-21,164.52,165.67,162.59,164.40,1878706
2024-08-22,164.40,168.46,163.93,166.36,1947270
2024-08-23,166.36,170.08,165.68,168.25,2454759
2024-08-26,168.25,169.58,165.45,168.85,1390530
2024-08-27,168.85,169.28,167.28,168.98,2930783
2024-08-28,168.98,169.92,166.45,168.29,2784364
2024-08-29,168.29,171.76,165.27,168.70,2175654
2024-08-30,168.70,172.76,168.65,169.98,2541406
2024-09-02,169.98,174.84,169.28,171.61,2946580
2024-09-03,171.61,173.97,169.03,172.23,2328841
2024-09-04,172.23,174.58,168.31,171.66,2590034
2024-09-05,171.66,175.59,171.20,172.31,2834766
2024-09-06,172.31,174.36,169.86,172.25,2824283
